Ссылка,Метро,Время до метро,Количество комнат,Общая площадь,Жилая площадь,Этаж,Этажность дома,Срок сдачи,Тип жилья,Высота потолков,Ванная,Вид из окна,Цена
https://www.cian.ru/sale/flat/220114500/,ЗИЛ,10.0,2.0,40.0,34.0,2,4,2016.0,Вторичка Апартаменты,,2 раздельных,Во двор,8000000
https://www.cian.ru/sale/flat/253436055/,Улица 1905 года,5.0,,280.0,148.6,19,21,2022.0,Новостройка,,"4 совмещенных, 2 раздельных",На улицу и двор,287000000
https://www.cian.ru/sale/flat/240471449/,Зябликово,2.0,1.0,41.8,14.7,24,30,2021.0,Новостройка,,1 совмещенный,На улицу и двор,12700000
https://www.cian.ru/sale/flat/253578616/,,,1.0,39.0,18.0,8,9,,Вторичка,2.8,,На улицу и двор,6700000
https://www.cian.ru/sale/flat/207801163/,Сухаревская,4.0,1.0,32.0,,4,4,,Вторичка Апартаменты,2.6,1 совмещенный,Во двор,17000000
https://www.cian.ru/sale/flat/256468197/,Красный Строитель,7.0,1.0,34.7,20.0,1,16,1987.0,Вторичка,2.48,1 совмещенный,Во двор,7500000
https://www.cian.ru/sale/flat/256463780/,Домодедовская,20.0,3.0,60.2,39.0,3,9,1976.0,Вторичка,2.64,1 раздельный,Во двор,11800000
https://www.cian.ru/sale/flat/205218381/,Новокузнецкая,,3.0,136.1,,4,12,2005.0,Вторичка,3.0,2 совмещенных,На улицу и двор,125000000
https://www.cian.ru/sale/flat/253145847/,Владыкино,2.0,1.0,19.5,16.5,15,17,,Вторичка Апартаменты,2.55,1 совмещенный,,5200000
https://www.cian.ru/sale/flat/249168023/,Речной вокзал,4.0,1.0,13.0,6.0,2,4,1956.0,Вторичка Апартаменты,3.7,1 совмещенный,На улицу,3250000
https://www.cian.ru/sale/flat/160739524/,Университет,18.0,4.0,108.0,76.0,3,8,1959.0,Вторичка,,1 раздельный,На улицу и двор,31500000
https://www.cian.ru/sale/flat/254992091/,Окружная,7.0,1.0,19.0,15.0,4,5,,Вторичка Апартаменты,3.4,1 совмещенный,На улицу,5500000
https://www.cian.ru/sale/flat/248667466/,Филатов Луг,8.0,1.0,46.8,36.0,4,4,2020.0,Вторичка Апартаменты,2.85,1 совмещенный,На улицу,5803200
https://www.cian.ru/sale/flat/256374663/,Коломенская,6.0,1.0,37.8,19.0,1,17,2003.0,Вторичка,2.55,1 совмещенный,Во двор,12500000
https://www.cian.ru/sale/flat/205218378/,Международная,,3.0,219.0,,23,76,2008.0,Вторичка Апартаменты,3.1,3 совмещенных,На улицу и двор,98368273
https://www.cian.ru/sale/flat/241358979/,Новокузнецкая,2.0,3.0,146.0,111.0,4,12,,Вторичка,3.0,2 раздельных,На улицу и двор,125000000
https://www.cian.ru/sale/flat/249729440/,Дубровка,3.0,1.0,42.0,24.9,15,16,2021.0,Новостройка,,"1 совмещенный, 1 раздельный",Во двор,15120000
https://www.cian.ru/sale/flat/254761688/,Выставочная,4.0,2.0,62.0,,26,77,2019.0,Вторичка Апартаменты,3.2,1 совмещенный,На улицу,29500000
https://www.cian.ru/sale/flat/253795626/,Коммунарка,9.0,1.0,37.0,13.9,1,14,2021.0,Вторичка,2.85,1 совмещенный,,6980000
https://www.cian.ru/sale/flat/251015006/,Улица Скобелевская,,1.0,29.9,,1,9,1977.0,Вторичка,2.64,1 раздельный,,7200000
https://www.cian.ru/sale/flat/255929373/,Кропоткинская,10.0,5.0,250.0,168.0,3,5,1910.0,Вторичка,3.8,"2 совмещенных, 1 раздельный",На улицу и двор,250000000
https://www.cian.ru/sale/flat/206136971/,Октябрьское поле,11.0,4.0,246.2,133.0,5,23,1998.0,Вторичка,,2 раздельных,На улицу,74990000
https://www.cian.ru/sale/flat/256496096/,Коломенская,16.0,4.0,79.0,,7,21,2006.0,Вторичка,2.78,2 раздельных,,22900000
https://www.cian.ru/sale/flat/243897718/,Тверская,11.0,,346.8,,2,6,1900.0,Вторичка,,4 совмещенных,На улицу,295703715
https://www.cian.ru/sale/flat/241744494/,Раменки,5.0,,375.0,198.0,12,17,,Вторичка,,"3 совмещенных, 1 раздельный",На улицу и двор,332164539
https://www.cian.ru/sale/flat/255846147/,Отрадное,1.0,2.0,52.5,30.4,5,12,,Вторичка,,1 раздельный,,13500000
https://www.cian.ru/sale/flat/256429551/,Раменки,4.0,1.0,37.1,,3,28,2022.0,Новостройка,,1 совмещенный,,11300000
https://www.cian.ru/sale/flat/255183672/,Семеновская,3.0,2.0,84.9,58.9,2,3,,Вторичка Апартаменты,,1 совмещенный,Во двор,18282000
https://www.cian.ru/sale/flat/256472578/,Коммунарка,20.0,3.0,84.1,,4,16,2021.0,Новостройка,3.04,,,15100001
https://www.cian.ru/sale/flat/256437758/,Кропоткинская,25.0,2.0,82.8,30.0,6,13,,Вторичка,3.15,"1 совмещенный, 1 раздельный",Во двор,57385000
https://www.cian.ru/sale/flat/227766360/,Маяковская,8.0,5.0,426.2,,4,12,2002.0,Вторичка,3.2,"4 совмещенных, 1 раздельный",На улицу и двор,467064989
https://www.cian.ru/sale/flat/256412256/,Молодежная,13.0,1.0,30.0,18.0,4,5,1961.0,Вторичка,,1 совмещенный,Во двор,7800000
https://www.cian.ru/sale/flat/254209172/,Марьино,4.0,1.0,31.0,15.0,1,16,1980.0,Вторичка Апартаменты,2.64,,На улицу,6450000
https://www.cian.ru/sale/flat/154938336/,Молодежная,7.0,3.0,101.0,56.0,14,22,2014.0,Вторичка,3.2,2 раздельных,Во двор,31500000
https://www.cian.ru/sale/flat/232040930/,Филатов Луг,8.0,1.0,35.5,18.0,4,9,2020.0,Вторичка Апартаменты,2.8,1 совмещенный,,4990000
https://www.cian.ru/sale/flat/256462258/,Люблино,10.0,2.0,54.0,29.0,11,12,,Вторичка,2.8,1 раздельный,На улицу и двор,11300000
https://www.cian.ru/sale/flat/254970613/,Москва-Товарная,4.0,3.0,77.7,45.0,8,17,2005.0,Вторичка,,1 раздельный,Во двор,23450000
https://www.cian.ru/sale/flat/193558057/,Минская,18.0,4.0,224.0,112.0,4,18,2004.0,Вторичка,,"2 совмещенных, 1 раздельный",Во двор,87000000
https://www.cian.ru/sale/flat/255188716/,ЗИЛ,,1.0,37.0,17.0,8,14,,Вторичка,,1 совмещенный,,6950000
https://www.cian.ru/sale/flat/256280849/,Славянский бульвар,4.0,,732.7,,28,30,2007.0,Вторичка Апартаменты,4.0,,,548511675
https://www.cian.ru/sale/flat/227634670/,Смоленская,3.0,,296.7,237.0,6,7,,Вторичка Апартаменты,,4 совмещенных,На улицу и двор,445050000
https://www.cian.ru/sale/flat/228825123/,Кропоткинская,7.0,5.0,250.0,165.0,8,10,2004.0,Вторичка,,,Во двор,298000000
https://www.cian.ru/sale/flat/252213315/,Локомотив,,1.0,24.6,20.0,5,5,2020.0,Вторичка Апартаменты,,1 совмещенный,Во двор,6300000
https://www.cian.ru/sale/flat/254546246/,Некрасовка,2.0,3.0,76.0,45.0,13,17,2010.0,Вторичка,2.75,1 раздельный,На улицу и двор,12900000
https://www.cian.ru/sale/flat/255893122/,Бунинская аллея,14.0,1.0,36.9,,24,25,,Вторичка,2.5,1 раздельный,,6950000
https://www.cian.ru/sale/flat/250976888/,Депо,19.0,1.0,38.52,16.0,9,25,2022.0,Новостройка,2.85,,,7049160
https://www.cian.ru/sale/flat/207570085/,Чкаловская,17.0,4.0,140.7,,8,11,2009.0,Вторичка,3.2,2 совмещенных,На улицу и двор,167887742
https://www.cian.ru/sale/flat/256405357/,Прокшино,27.0,2.0,64.0,36.5,2,15,,Вторичка,,"1 совмещенный, 1 раздельный",Во двор,14300000
https://www.cian.ru/sale/flat/253083775/,,,2.0,92.0,60.0,30,82,,Вторичка Апартаменты,,,На улицу и двор,55000000
https://www.cian.ru/sale/flat/250902365/,Улица Скобелевская,1.0,2.0,59.0,35.0,12,17,,Вторичка,,1 раздельный,,12800000
https://www.cian.ru/sale/flat/256424786/,Тульская,2.0,3.0,60.0,,8,12,,Вторичка Апартаменты,,,,22900000
https://www.cian.ru/sale/flat/251512059/,Сокол,1.0,2.0,56.2,35.1,2,9,,Вторичка,3.0,1 раздельный,На улицу,15500000
https://www.cian.ru/sale/flat/254266856/,Фрунзенская,10.0,,313.0,141.0,6,13,,Вторичка,3.6,4 совмещенных,На улицу и двор,237311589
https://www.cian.ru/sale/flat/250531515/,Дубровка,3.0,3.0,78.9,50.9,12,16,2021.0,Новостройка,,"1 совмещенный, 1 раздельный",Во двор,25642500
https://www.cian.ru/sale/flat/255929389/,Профсоюзная,1.0,3.0,79.6,50.0,7,8,1957.0,Вторичка,3.0,1 раздельный,На улицу и двор,25900000
https://www.cian.ru/sale/flat/240926400/,Арбатская,16.0,5.0,225.0,132.0,5,6,,Вторичка,,4 раздельных,,289135470
https://www.cian.ru/sale/flat/256054520/,Чеховская,2.0,4.0,172.9,120.0,7,10,2002.0,Вторичка,,3 совмещенных,На улицу и двор,155610000
https://www.cian.ru/sale/flat/167627879/,Печатники,4.0,1.0,36.0,20.0,16,17,1990.0,Вторичка,2.64,1 совмещенный,Во двор,9999000
https://www.cian.ru/sale/flat/242336353/,Ломоносовский проспект,10.0,,327.0,,17,17,2008.0,Вторичка,,,На улицу и двор,230000000
https://www.cian.ru/sale/flat/186173138/,Улица 1905 года,9.0,,244.0,,15,18,2016.0,Вторичка,3.3,"3 совмещенных, 3 раздельных",На улицу и двор,166990000
https://www.cian.ru/sale/flat/235674875/,Кропоткинская,5.0,,326.0,,6,7,,Вторичка,,4 раздельных,,538645199
https://www.cian.ru/sale/flat/256280684/,Спортивная,10.0,5.0,366.0,,4,7,2016.0,Вторичка,3.2,,Во двор,524031900
https://www.cian.ru/sale/flat/255410227/,Парк Культуры,7.0,4.0,420.0,153.0,5,6,2002.0,Вторичка Пентхаус,3.3,"3 совмещенных, 1 раздельный",На улицу и двор,359336160
https://www.cian.ru/sale/flat/181101619/,Выставочная,4.0,3.0,187.0,143.0,27,73,,Вторичка Апартаменты,,3 раздельных,На улицу,82347870
https://www.cian.ru/sale/flat/243643824/,Озерная,10.0,1.0,23.1,19.5,21,21,2020.0,Вторичка Апартаменты,3.0,1 совмещенный,На улицу,5700000
https://www.cian.ru/sale/flat/256415180/,Багратионовская,18.0,2.0,45.9,45.9,14,28,,Вторичка,3.0,1 совмещенный,,17000000
https://www.cian.ru/sale/flat/256422014/,Сетунь,5.0,3.0,74.0,44.0,7,17,1984.0,Вторичка,2.64,1 раздельный,Во двор,18000000
https://www.cian.ru/sale/flat/255702129/,Ховрино,1.0,3.0,105.04,,30,30,2021.0,Новостройка,2.95,,,29925896
https://www.cian.ru/sale/flat/219241479/,Таганская,5.0,2.0,70.0,,2,6,2009.0,Вторичка,,1 совмещенный,Во двор,63632445
https://www.cian.ru/sale/flat/250424182/,Проспект Мира,,5.0,250.0,,9,14,,Вторичка,0.0,,,299446800
https://www.cian.ru/sale/flat/256470339/,ЗИЛ,10.0,3.0,92.0,,7,10,,Вторичка Пентхаус,3.2,2 раздельных,На улицу и двор,45000000
https://www.cian.ru/sale/flat/200381377/,Баррикадная,,3.0,230.0,,2,7,2004.0,Вторичка,3.4,,На улицу и двор,602636685
https://www.cian.ru/sale/flat/245591550/,Полянка,2.0,5.0,340.0,,6,11,2007.0,Вторичка,,4 совмещенных,На улицу и двор,449170200
https://www.cian.ru/sale/flat/256117403/,Бутырская,4.0,3.0,86.0,54.0,10,14,,Вторичка,,,На улицу и двор,25000000
https://www.cian.ru/sale/flat/253371533/,Ольховая,20.0,1.0,37.3,16.0,15,17,,Вторичка,3.0,1 раздельный,Во двор,7350000
https://www.cian.ru/sale/flat/162374473/,Маяковская,2.0,3.0,88.3,61.0,8,8,1912.0,Вторичка,3.37,1 совмещенный,Во двор,33361784
https://www.cian.ru/sale/flat/253925896/,Ботанический сад,1.0,3.0,82.0,47.0,20,24,2016.0,Вторичка,,2 совмещенных,Во двор,29990000
https://www.cian.ru/sale/flat/218044064/,Фрунзенская,11.0,4.0,143.0,95.0,6,8,,Вторичка,3.8,3 раздельных,На улицу и двор,201357900
https://www.cian.ru/sale/flat/256384356/,Сокол,,5.0,203.7,,13,57,2006.0,Вторичка,3.2,2 совмещенных,,109000000
https://www.cian.ru/sale/flat/218175408/,Раменки,6.0,4.0,240.0,98.0,37,38,,Вторичка Пентхаус,,"2 совмещенных, 1 раздельный",На улицу и двор,140000000
https://www.cian.ru/sale/flat/254227526/,Спортивная,7.0,5.0,227.0,,2,7,,Вторичка,,4 совмещенных,,297388103
https://www.cian.ru/sale/flat/256321889/,Первомайская,7.0,1.0,30.2,19.0,3,5,1964.0,Вторичка,2.48,1 совмещенный,Во двор,9150000
https://www.cian.ru/sale/flat/240181744/,Смоленская,8.0,3.0,184.7,85.0,12,13,2013.0,Новостройка Апартаменты,3.15,,На улицу и двор,229999113
https://www.cian.ru/sale/flat/255696087/,Шелепиха,2.0,1.0,58.0,,42,51,2018.0,Вторичка,,,На улицу,18999999
https://www.cian.ru/sale/flat/256478889/,Коммунарка,11.0,1.0,35.29,,15,15,2021.0,Новостройка,,,,7500000
https://www.cian.ru/sale/flat/214447760/,Арбатская,11.0,4.0,160.0,112.0,5,6,1892.0,Вторичка,3.9,2 совмещенных,На улицу и двор,112292550
https://www.cian.ru/sale/flat/149634637/,Орехово,9.0,2.0,75.9,37.3,7,24,2001.0,Вторичка,,"1 совмещенный, 1 раздельный",Во двор,21300000
https://www.cian.ru/sale/flat/217491785/,Проспект Мира,8.0,4.0,147.5,90.8,4,22,2001.0,Вторичка,,1 совмещенный,На улицу,48000000
https://www.cian.ru/sale/flat/253835174/,,,3.0,64.0,47.0,1,5,,Вторичка,,1 раздельный,,5900000
https://www.cian.ru/sale/flat/243662781/,Ленинский проспект,7.0,,638.0,382.8,4,4,2004.0,Вторичка,3.3,,На улицу и двор,299446800
https://www.cian.ru/sale/flat/256423001/,,,1.0,19.6,9.4,17,17,2020.0,Вторичка,2.6,,,6800000
https://www.cian.ru/sale/flat/254042598/,Динамо,10.0,2.0,59.3,30.0,9,9,1952.0,Вторичка,3.4,1 раздельный,Во двор,19900000
https://www.cian.ru/sale/flat/255047044/,ВДНХ,15.0,2.0,43.0,29.0,3,5,1962.0,Вторичка,,1 совмещенный,Во двор,12000000
https://www.cian.ru/sale/flat/248742395/,Международная,4.0,3.0,188.0,,30,85,2015.0,Вторичка Апартаменты,2.7,"1 совмещенный, 1 раздельный",На улицу и двор,98517997
https://www.cian.ru/sale/flat/251669352/,Университет,,,644.0,506.0,17,18,,Вторичка,,"4 совмещенных, 2 раздельных",На улицу,238722105
https://www.cian.ru/sale/flat/255542306/,Дубровка,9.0,2.0,50.0,37.0,17,30,,Вторичка,,1 раздельный,,20000000
https://www.cian.ru/sale/flat/199469693/,Сухаревская,4.0,2.0,50.0,33.0,8,8,1915.0,Вторичка,,1 совмещенный,Во двор,21500000
https://www.cian.ru/sale/flat/254672066/,Парк Культуры,,3.0,153.0,75.0,4,6,,Вторичка,,3 совмещенных,На улицу и двор,171000000
https://www.cian.ru/sale/flat/256417644/,Коньково,2.0,2.0,52.0,31.0,2,16,,Вторичка,2.5,1 раздельный,Во двор,12500000
https://www.cian.ru/sale/flat/230544403/,Кропоткинская,8.0,4.0,357.4,,9,9,1912.0,Вторичка Пентхаус,,4 совмещенных,,486601050
https://www.cian.ru/sale/flat/256376499/,Международная,2.0,3.0,110.0,,58,85,2016.0,Вторичка Апартаменты,,"1 совмещенный, 1 раздельный",,64900000
https://www.cian.ru/sale/flat/243149346/,Минская,4.0,5.0,327.0,,17,17,2008.0,Вторичка,,,,230000000
https://www.cian.ru/sale/flat/254242347/,Дмитровская,1.0,2.0,48.0,20.9,21,30,2021.0,Новостройка,,2 совмещенных,,17640000
https://www.cian.ru/sale/flat/256459360/,Саларьево,12.0,2.0,60.3,28.0,17,25,,Вторичка,2.7,1 раздельный,На улицу и двор,12499999
https://www.cian.ru/sale/flat/255828359/,,,1.0,40.86,,3,3,2021.0,Новостройка,,,,4698900
https://www.cian.ru/sale/flat/241020916/,Кропоткинская,,5.0,230.0,,6,7,1999.0,Вторичка Пентхаус,3.0,3 совмещенных,На улицу и двор,230000000
